date,region,product_line,rep_id,revenue,units_sold,discount_pct,customer_satisfaction,deal_cycle_days
2024-01-01,Midwest,Enterprise SaaS,MI-002,57670.79,61,0.0865,4.09,40
2024-01-01,Midwest,Enterprise SaaS,MI-003,56879.41,68,0.0285,4.83,48
2024-01-01,Midwest,Enterprise SaaS,MI-004,53760.53,68,0.1024,3.74,41
2024-01-01,Midwest,Enterprise SaaS,MI-005,45343.92,61,0.0411,4.36,24
2024-01-01,Midwest,Enterprise SaaS,MI-006,38473.23,34,0.0316,4.03,35
2024-01-01,Midwest,Enterprise SaaS,MI-007,50441.93,53,0.0334,4.1,51
2024-01-01,Midwest,Enterprise SaaS,MI-008,55815.7,64,0.0184,3.84,44
2024-01-01,Midwest,Enterprise SaaS,MI-009,37055.64,37,0.028,3.77,34
2024-01-01,Midwest,Enterprise SaaS,MI-010,53165.47,65,0.0526,4.28,30
2024-01-01,Midwest,Enterprise SaaS,MI-011,55232.76,72,0.0271,4.66,49
2024-01-01,Midwest,Enterprise SaaS,MI-012,50249.99,59,0.0365,4.35,50
2024-01-01,Midwest,SMB Platform,MI-001,39878.68,132,0.086,3.97,15
2024-01-01,Midwest,SMB Platform,MI-002,43100.31,157,0.089,3.99,14
2024-01-01,Midwest,SMB Platform,MI-003,30437.17,82,0.0364,4.09,18
2024-01-01,Midwest,SMB Platform,MI-004,39500.7,110,0.0838,4.07,11
2024-01-01,Midwest,SMB Platform,MI-005,30374.14,104,0.1322,3.91,19
2024-01-01,Midwest,SMB Platform,MI-006,41340.92,127,0.0207,3.96,18
2024-01-01,Midwest,SMB Platform,MI-007,31880.4,102,0.0435,3.93,23
2024-01-01,Midwest,SMB Platform,MI-008,40868.72,112,0.0069,4.14,22
2024-01-01,Midwest,SMB Platform,MI-009,39277.96,141,0.0327,4.0,23
2024-01-01,Midwest,SMB Platform,MI-010,37217.93,138,0.0657,4.11,29
2024-01-01,Midwest,SMB Platform,MI-011,33943.26,116,0.0371,4.17,18
2024-01-01,Midwest,SMB Platform,MI-012,31175.46,78,0.134,3.82,15
2024-01-01,Midwest,Professional Services,MI-001,19180.73,15,0.0376,4.3,30
2024-01-01,Midwest,Professional Services,MI-002,20535.64,17,0.0544,4.32,23
2024-01-01,Midwest,Professional Services,MI-003,26295.0,22,0.2083,3.33,26
2024-01-01,Midwest,Professional Services,MI-004,21194.32,17,0.134,3.34,32
2024-01-01,Midwest,Professional Services,MI-005,26614.55,25,0.0429,4.09,23
2024-01-01,Midwest,Professional Services,MI-006,21943.0,19,0.028,3.83,33
2024-01-01,Midwest,Professional Services,MI-007,18638.78,15,0.0391,4.65,28
2024-01-01,Midwest,Professional Services,MI-008,24291.9,20,0.0449,4.16,33
2024-01-01,Midwest,Professional Services,MI-009,21391.46,19,0.0795,4.32,31
2024-01-01,Midwest,Professional Services,MI-010,25369.93,14,0.1284,3.96,23
2024-01-01,Midwest,Professional Services,MI-011,22198.35,17,0.149,3.79,23
2024-01-01,Midwest,Professional Services,MI-012,25678.13,18,0.04,4.0,29
2024-01-01,West,Enterprise SaaS,WE-001,69323.87,73,0.0315,4.24,49
2024-01-01,West,Enterprise SaaS,WE-002,65865.03,83,0.1166,3.76,40
2024-01-01,West,Enterprise SaaS,WE-003,71089.5,98,0.1105,3.9,46
2024-01-01,West,Enterprise SaaS,WE-004,66475.29,72,0.0469,4.26,41
2024-01-01,West,Enterprise SaaS,WE-005,75745.74,78,0.1829,3.35,45
2024-01-01,West,Enterprise SaaS,WE-006,61119.83,76,0.0682,3.36,41
2024-01-01,West,Enterprise SaaS,WE-007,72266.42,84,0.1025,4.04,40
2024-01-01,West,Enterprise SaaS,WE-008,85638.01,95,0.1246,4.04,45
2024-01-01,West,Enterprise SaaS,WE-009,60010.76,66,0.0757,3.91,45
2024-01-01,West,Enterprise SaaS,WE-010,60938.62,82,0.0663,3.96,58
2024-01-01,West,Enterprise SaaS,WE-011,84787.78,93,0.0526,4.02,43
2024-01-01,West,Enterprise SaaS,WE-012,57338.92,56,0.0205,3.96,57
2024-01-01,West,SMB Platform,WE-001,40319.48,131,0.0734,3.52,20
2024-01-01,West,SMB Platform,WE-002,45512.3,142,0.1147,3.84,23
2024-01-01,West,SMB Platform,WE-003,57983.18,203,0.0964,3.58,20
2024-01-01,West,SMB Platform,WE-004,52299.18,184,0.1057,3.81,18
2024-01-01,West,SMB Platform,WE-005,61924.43,186,0.0679,3.77,17
2024-01-01,West,SMB Platform,WE-006,39259.77,144,0.1138,3.78,15
2024-01-01,West,SMB Platform,WE-007,40724.6,143,0.0667,4.52,9
2024-01-01,West,SMB Platform,WE-008,41860.77,131,0.1017,4.2,18
2024-01-01,West,SMB Platform,WE-009,60256.7,177,0.0921,3.19,12
2024-01-01,West,SMB Platform,WE-010,42521.44,129,0.0225,4.67,16
2024-01-01,West,SMB Platform,WE-011,36699.7,92,0.0594,3.79,18
2024-01-01,West,SMB Platform,WE-012,46273.63,125,0.0843,3.53,16
2024-01-01,West,Professional Services,WE-001,38320.7,31,0.1378,4.37,41
2024-01-01,West,Professional Services,WE-002,28060.1,26,0.0318,4.07,26
2024-01-01,West,Professional Services,WE-003,30205.43,22,0.137,3.73,25
2024-01-01,West,Professional Services,WE-004,25790.62,17,0.0036,4.58,32
2024-01-01,West,Professional Services,WE-005,38384.8,33,0.0807,3.79,23
2024-01-01,West,Professional Services,WE-006,34729.91,29,0.0288,4.58,37
2024-01-01,West,Professional Services,WE-007,40557.26,32,0.1195,3.79,20
2024-01-01,West,Professional Services,WE-008,37939.81,29,0.0897,3.92,40
2024-01-01,West,Professional Services,WE-009,32290.77,27,0.0978,3.66,33
2024-01-01,West,Professional Services,WE-010,37556.96,36,0.1158,3.86,26
2024-01-01,West,Professional Services,WE-011,38077.06,31,0.1849,3.66,31
2024-01-01,West,Professional Services,WE-012,32113.4,32,0.1097,3.23,31
2024-01-01,Southwest,Enterprise SaaS,SO-001,46877.34,51,0.024,3.36,50
2024-01-01,Southwest,Enterprise SaaS,SO-002,43988.38,38,0.0812,3.6,52
2024-01-01,Southwest,Enterprise SaaS,SO-003,52987.37,65,0.1326,4.16,38
2024-01-01,Southwest,Enterprise SaaS,SO-004,48178.86,47,0.0661,3.96,51
2024-01-01,Southwest,Enterprise SaaS,SO-005,38755.15,49,0.0444,4.26,69
2024-01-01,Southwest,Enterprise SaaS,SO-006,44606.63,54,0.1081,3.97,38
2024-01-01,Southwest,Enterprise SaaS,SO-007,41270.79,47,0.0783,4.1,41
2024-01-01,Southwest,Enterprise SaaS,SO-008,51008.69,58,0.0853,3.83,48
2024-01-01,Southwest,Enterprise SaaS,SO-009,59318.83,78,0.0843,3.47,44
2024-01-01,Southwest,Enterprise SaaS,SO-010,52819.89,63,0.0531,3.95,43
2024-01-01,Southwest,Enterprise SaaS,SO-011,43038.46,56,0.0361,4.53,40
2024-01-01,Southwest,Enterprise SaaS,SO-012,33183.3,46,0.0754,4.33,42
2024-01-01,Southwest,SMB Platform,SO-001,26730.13,78,0.0775,4.12,16
2024-01-01,Southwest,SMB Platform,SO-002,29579.41,104,0.0731,4.27,18
2024-01-01,Southwest,SMB Platform,SO-003,35198.67,114,0.1532,4.02,20
2024-01-01,Southwest,SMB Platform,SO-004,27414.49,77,0.0299,3.98,7
2024-01-01,Southwest,SMB Platform,SO-005,35003.1,102,0.0523,4.13,26
2024-01-01,Southwest,SMB Platform,SO-006,31117.2,91,0.0518,4.48,17
2024-01-01,Southwest,SMB Platform,SO-007,37170.37,136,0.095,4.05,21
2024-01-01,Southwest,SMB Platform,SO-008,29042.75,78,0.0175,4.14,9
2024-01-01,Southwest,SMB Platform,SO-009,36912.28,139,0.0102,4.34,18
2024-01-01,Southwest,SMB Platform,SO-010,37885.01,108,0.0921,3.74,17
2024-01-01,Southwest,SMB Platform,SO-011,30124.17,90,0.0387,3.73,15
2024-01-01,Southwest,SMB Platform,SO-012,32019.63,103,0.1072,4.48,18
2024-01-01,Southwest,Professional Services,SO-001,20116.84,18,0.0078,4.57,28
2024-01-01,Southwest,Professional Services,SO-002,23300.27,14,0.061,4.38,28
2024-01-01,Southwest,Professional Services,SO-003,23510.16,20,0.1054,3.6,34
2024-01-01,Southwest,Professional Services,SO-004,23839.06,22,0.0488,4.46,28
2024-01-01,Southwest,Professional Services,SO-005,19842.32,17,0.0969,3.8,21
2024-01-01,Southwest,Professional Services,SO-006,22836.44,20,0.1076,3.63,23
2024-01-01,Southwest,Professional Services,SO-007,19189.01,14,0.111,3.8,32
2024-01-01,Southwest,Professional Services,SO-008,19008.21,13,0.1262,4.18,29
2024-01-01,Southwest,Professional Services,SO-009,23983.73,19,0.0105,4.03,21
2024-01-01,Southwest,Professional Services,SO-010,25522.3,19,0.0715,4.46,23
2024-01-01,Southwest,Professional Services,SO-011,27169.8,25,0.0118,4.22,28
2024-01-01,Southwest,Professional Services,SO-012,25932.26,21,0.0747,4.85,19
2024-02-01,Northeast,Enterprise SaaS,NO-001,57234.73,71,0.046,4.4,23
2024-02-01,Northeast,Enterprise SaaS,NO-002,58281.6,75,0.0218,4.22,54
2024-02-01,Northeast,Enterprise SaaS,NO-003,74701.23,87,0.047,3.92,50
2024-02-01,Northeast,Enterprise SaaS,NO-004,57098.16,66,0.1344,4.18,49
2024-02-01,Northeast,Enterprise SaaS,NO-005,66735.26,66,0.0639,4.72,35
2024-02-01,Northeast,Enterprise SaaS,NO-006,76652.91,100,0.0375,3.88,44
2024-02-01,Northeast,Enterprise SaaS,NO-007,76511.31,94,0.0401,3.86,42
2024-02-01,Northeast,Enterprise SaaS,NO-008,51767.12,57,0.0996,3.98,43
2024-02-01,Northeast,Enterprise SaaS,NO-009,71607.7,70,0.018,4.27,40
2024-02-01,Northeast,Enterprise SaaS,NO-010,49112.18,58,0.024,4.2,62
2024-02-01,Northeast,Enterprise SaaS,NO-011,63512.66,82,0.1165,3.82,35
2024-02-01,Northeast,Enterprise SaaS,NO-012,70292.04,78,0.0667,3.8,62
2024-02-01,Northeast,SMB Platform,NO-001,37923.97,107,0.0424,4.06,17
2024-02-01,Northeast,SMB Platform,NO-002,47184.35,160,0.026,4.01,23
2024-02-01,Northeast,SMB Platform,NO-003,46152.99,153,0.0317,4.37,15
2024-02-01,Northeast,SMB Platform,NO-004,50021.0,147,0.0727,3.67,18
2024-02-01,Northeast,SMB Platform,NO-005,45829.47,134,0.0283,4.37,14
2024-02-01,Northeast,SMB Platform,NO-006,47968.16,150,0.0147,3.75,18
2024-02-01,Northeast,SMB Platform,NO-007,52731.54,178,0.0891,4.3,21
2024-02-01,Northeast,SMB Platform,NO-008,45534.01,156,0.0124,3.61,16
2024-02-01,Northeast,SMB Platform,NO-009,46075.49,135,0.0401,3.96,18
2024-02-01,Northeast,SMB Platform,NO-010,42016.28,131,0.1168,3.93,17
2024-02-01,Northeast,SMB Platform,NO-011,39537.99,131,0.1098,4.1,22
2024-02-01,Northeast,SMB Platform,NO-012,42647.6,142,0.1248,4.05,18
2024-02-01,Northeast,Professional Services,NO-001,30453.11,26,0.0713,3.72,26
2024-02-01,Northeast,Professional Services,NO-002,28916.04,20,0.0205,4.02,33
2024-02-01,Northeast,Professional Services,NO-003,28160.08,22,0.1096,4.18,32
2024-02-01,Northeast,Professional Services,NO-004,34840.39,25,0.1164,3.79,34
2024-02-01,Northeast,Professional Services,NO-005,32989.47,29,0.0623,3.46,34
2024-02-01,Northeast,Professional Services,NO-006,35048.97,24,0.1054,3.28,31
2024-02-01,Northeast,Professional Services,NO-007,33682.32,23,0.1059,3.24,28
2024-02-01,Northeast,Professional Services,NO-008,24736.11,21,0.0546,4.22,29
2024-02-01,Northeast,Professional Services,NO-009,33697.79,28,0.0604,4.17,33
2024-02-01,Northeast,Professional Services,NO-010,39639.57,22,0.0444,3.74,36
2024-02-01,Northeast,Professional Services,NO-011,39450.81,32,0.0337,4.32,19
2024-02-01,Northeast,Professional Services,NO-012,29131.59,27,0.0201,3.94,25
2024-02-01,Southeast,Enterprise SaaS,SO-001,64927.64,67,0.0128,3.89,37
2024-02-01,Southeast,Enterprise SaaS,SO-002,54746.7,65,0.0108,4.44,34
2024-02-01,Southeast,Enterprise SaaS,SO-003,55628.25,66,0.0424,4.22,47
2024-02-01,Southeast,Enterprise SaaS,SO-004,45490.95,57,0.0517,3.64,51
2024-02-01,Southeast,Enterprise SaaS,SO-005,47235.18,64,0.0969,3.83,37
2024-02-01,Southeast,Enterprise SaaS,SO-006,45222.74,49,0.0301,4.18,53
2024-02-01,Southeast,Enterprise SaaS,SO-007,62762.15,76,0.0317,3.91,48
2024-02-01,Southeast,Enterprise SaaS,SO-008,41954.56,54,0.0417,3.7,60
2024-02-01,Southeast,Enterprise SaaS,SO-009,54446.86,74,0.0837,4.09,45
2024-02-01,Southeast,Enterprise SaaS,SO-010,66097.79,77,0.0168,4.21,40
2024-02-01,Southeast,Enterprise SaaS,SO-011,62949.31,78,0.038,4.38,36
2024-02-01,Southeast,Enterprise SaaS,SO-012,53515.22,67,0.1946,3.81,49
2024-02-01,Southeast,SMB Platform,SO-001,41512.28,139,0.0097,4.19,20
2024-02-01,Southeast,SMB Platform,SO-002,39499.79,115,0.1275,3.77,21
2024-02-01,Southeast,SMB Platform,SO-003,33020.94,101,0.095,3.93,13
2024-02-01,Southeast,SMB Platform,SO-004,37569.41,92,0.0273,4.17,21
2024-02-01,Southeast,SMB Platform,SO-005,45705.81,136,0.0373,4.13,20
2024-02-01,Southeast,SMB Platform,SO-006,46246.26,157,0.0213,3.62,15
2024-02-01,Southeast,SMB Platform,SO-007,31275.73,92,0.1492,3.87,19
2024-02-01,Southeast,SMB Platform,SO-008,39114.74,128,0.0508,4.28,19
2024-02-01,Southeast,SMB Platform,SO-009,36809.4,115,0.0332,4.23,21
2024-02-01,Southeast,SMB Platform,SO-010,42129.32,126,0.0838,4.2,19
2024-02-01,Southeast,SMB Platform,SO-011,40332.33,121,0.204,3.31,21
2024-02-01,Southeast,SMB Platform,SO-012,32847.28,101,0.1247,4.01,19
2024-02-01,Southeast,Professional Services,SO-001,30030.95,23,0.0292,4.29,37
2024-02-01,Southeast,Professional Services,SO-002,20090.7,15,0.0574,3.66,32
2024-02-01,Southeast,Professional Services,SO-003,25761.03,22,0.0508,3.49,23
2024-02-01,Southeast,Professional Services,SO-004,30300.06,24,0.038,3.81,24
2024-02-01,Southeast,Professional Services,SO-005,25163.61,17,0.0593,3.86,28
2024-02-01,Southeast,Professional Services,SO-006,27455.8,25,0.0449,3.94,34
2024-02-01,Southeast,Professional Services,SO-007,36278.08,35,0.0322,3.91,21
2024-02-01,Southeast,Professional Services,SO-008,27162.8,22,0.032,4.28,43
2024-02-01,Southeast,Professional Services,SO-009,30287.36,22,0.0295,4.1,29
2024-02-01,Southeast,Professional Services,SO-010,23626.45,22,0.0254,3.94,20
2024-02-01,Southeast,Professional Services,SO-011,22394.66,20,0.0221,4.44,22
2024-02-01,Southeast,Professional Services,SO-012,28309.14,26,0.1063,3.82,32
2024-02-01,Midwest,Enterprise SaaS,MI-001,48002.04,55,0.0671,4.04,17
2024-02-01,Midwest,Enterprise SaaS,MI-002,50872.83,56,0.0086,4.26,49
2024-02-01,Midwest,Enterprise SaaS,MI-003,56827.36,82,0.0933,4.28,41
2024-02-01,Midwest,Enterprise SaaS,MI-004,58549.32,86,0.0396,3.81,20
2024-02-01,Midwest,Enterprise SaaS,MI-005,52499.51,58,0.1128,4.11,47
2024-02-01,Midwest,Enterprise SaaS,MI-006,49801.37,61,0.0694,3.91,48
2024-02-01,Midwest,Enterprise SaaS,MI-007,50810.35,59,0.0107,4.22,53
2024-02-01,Midwest,Enterprise SaaS,MI-008,49906.39,60,0.0596,4.27,54
2024-02-01,Midwest,Enterprise SaaS,MI-009,46366.43,53,0.0059,4.13,38
2024-02-01,Midwest,Enterprise SaaS,MI-010,45049.48,56,0.0842,3.29,46
2024-02-01,Midwest,Enterprise SaaS,MI-011,50420.3,68,0.1426,4.53,58
2024-02-01,Midwest,Enterprise SaaS,MI-012,43369.45,46,0.1024,4.37,41
2024-02-01,Midwest,SMB Platform,MI-001,40531.66,117,0.0696,3.53,16
2024-02-01,Midwest,SMB Platform,MI-002,36659.11,96,0.0919,4.14,12
2024-02-01,Midwest,SMB Platform,MI-003,33720.11,93,0.0565,3.9,21
2024-02-01,Midwest,SMB Platform,MI-004,35649.6,101,0.0157,3.99,14
2024-02-01,Midwest,SMB Platform,MI-005,32004.97,85,0.1331,3.99,9
2024-02-01,Midwest,SMB Platform,MI-006,38051.19,137,0.0328,3.93,17
2024-02-01,Midwest,SMB Platform,MI-007,28053.44,96,0.0304,3.81,18
2024-02-01,Midwest,SMB Platform,MI-008,29010.63,91,0.071,4.77,16
2024-02-01,Midwest,SMB Platform,MI-009,40708.44,137,0.0361,3.97,18
2024-02-01,Midwest,SMB Platform,MI-010,33496.34,85,0.0157,3.8,15
2024-02-01,Midwest,SMB Platform,MI-011,30545.89,108,0.1025,3.99,20
2024-02-01,Midwest,SMB Platform,MI-012,40555.18,100,0.0771,3.7,18
2024-02-01,Midwest,Professional Services,MI-001,23594.69,19,0.0454,4.13,29
2024-02-01,Midwest,Professional Services,MI-002,28046.96,25,0.0184,3.49,26
2024-02-01,Midwest,Professional Services,MI-003,28134.21,24,0.0784,4.42,32
2024-02-01,Midwest,Professional Services,MI-004,25413.25,19,0.1155,3.68,30
2024-02-01,Midwest,Professional Services,MI-005,29539.18,20,0.0579,4.59,34
2024-02-01,Midwest,Professional Services,MI-006,19453.92,17,0.0359,4.14,28
2024-02-01,Midwest,Professional Services,MI-007,19776.17,15,0.0116,4.29,28
2024-02-01,Midwest,Professional Services,MI-008,24491.02,19,0.0891,3.43,29
2024-02-01,Midwest,Professional Services,MI-009,23502.58,20,0.0374,4.53,32
2024-02-01,Midwest,Professional Services,MI-010,31849.2,31,0.1064,3.34,32
2024-02-01,Midwest,Professional Services,MI-011,23573.19,22,0.0627,3.72,37
2024-02-01,Midwest,Professional Services,MI-012,26005.01,23,0.0516,4.07,38
2024-02-01,West,Enterprise SaaS,WE-001,83321.08,89,0.1368,3.54,56
2024-02-01,West,Enterprise SaaS,WE-002,57499.07,74,0.0437,4.42,36
2024-02-01,West,Enterprise SaaS,WE-003,78308.08,99,0.0155,4.04,28
2024-02-01,West,Enterprise SaaS,WE-004,73168.07,94,0.0442,4.53,46
2024-02-01,West,Enterprise SaaS,WE-005,72322.92,96,0.1283,3.52,44
2024-02-01,West,Enterprise SaaS,WE-006,88979.29,117,0.0409,4.25,44
2024-02-01,West,Enterprise SaaS,WE-007,73638.43,99,0.0661,4.72,35
2024-02-01,West,Enterprise SaaS,WE-008,64618.57,85,0.0407,3.79,43
2024-02-01,West,Enterprise SaaS,WE-009,73183.65,80,0.0563,3.91,42
2024-02-01,West,Enterprise SaaS,WE-010,53807.62,67,0.1123,3.97,59
2024-02-01,West,Enterprise SaaS,WE-011,62662.39,77,0.0916,3.48,46
2024-02-01,West,Enterprise SaaS,WE-012,69444.86,92,0.0142,4.05,57
2024-02-01,West,SMB Platform,WE-001,56818.11,180,0.0623,4.26,22
2024-02-01,West,SMB Platform,WE-002,48827.07,158,0.0014,4.41,17
2024-02-01,West,SMB Platform,WE-003,47151.98,148,0.05,4.1,22
2024-02-01,West,SMB Platform,WE-004,45539.84,133,0.0511,3.67,13
2024-02-01,West,SMB Platform,WE-005,68890.95,205,0.082,4.69,23
2024-02-01,West,SMB Platform,WE-006,43911.49,125,0.008,4.04,17
2024-02-01,West,SMB Platform,WE-007,53295.68,173,0.046,3.7,20
2024-02-01,West,SMB Platform,WE-008,49116.9,166,0.0448,3.9,15
2024-02-01,West,SMB Platform,WE-009,63191.45,213,0.082,3.9,16
2024-02-01,West,SMB Platform,WE-010,50171.78,149,0.0548,4.19,21
2024-02-01,West,SMB Platform,WE-011,42123.46,131,0.0691,3.96,15
2024-02-01,West,SMB Platform,WE-012,58636.03,195,0.0737,3.9,21
2024-02-01,West,Professional Services,WE-001,31489.49,23,0.1195,3.43,26
2024-02-01,West,Professional Services,WE-002,31162.8,24,0.0983,4.13,35
2024-02-01,West,Professional Services,WE-003,32253.09,28,0.0288,4.69,20
2024-02-01,West,Professional Services,WE-004,39243.47,35,0.0922,4.09,31
2024-02-01,West,Professional Services,WE-005,42747.14,35,0.092,3.61,26
2024-02-01,West,Professional Services,WE-006,38176.04,34,0.038,3.84,39
2024-02-01,West,Professional Services,WE-007,28748.28,23,0.0258,5.0,23
2024-02-01,West,Professional Services,WE-008,38281.57,36,0.1143,3.53,18
2024-02-01,West,Professional Services,WE-009,23397.45,16,0.0377,4.35,34
2024-02-01,West,Professional Services,WE-010,41926.15,35,0.0937,3.67,32
2024-02-01,West,Professional Services,WE-011,27009.13,21,0.0225,4.38,26
2024-02-01,West,Professional Services,WE-012,39471.8,31,0.0335,3.74,33
2024-02-01,Southwest,Enterprise SaaS,SO-001,58044.69,68,0.003,4.74,35
2024-02-01,Southwest,Enterprise SaaS,SO-002,36131.25,43,0.0274,4.36,47
2024-02-01,Southwest,Enterprise SaaS,SO-003,44868.81,48,0.0763,3.15,29
2024-02-01,Southwest,Enterprise SaaS,SO-004,37543.36,40,0.1343,3.76,47
2024-02-01,Southwest,Enterprise SaaS,SO-005,51905.45,65,0.0944,3.82,22
2024-02-01,Southwest,Enterprise SaaS,SO-006,42291.23,52,0.0391,4.07,47
2024-02-01,Southwest,Enterprise SaaS,SO-007,38502.94,38,0.0779,4.27,44
